city_label,city_id,city_name_fa,district_number,area_name_fa,area_id,native_key,level,sale_history,sale_history_periods,sale_history_first_period,sale_history_last_period,sale_history_latest_sample_size,sale_history_latest_trust,rent_current,rent_current_period,rent_current_metrics,rent_current_sample_size,rent_history,rent_history_note,supply,supply_points,supply_latest_period,floor_area,floor_area_period,floor_area_listing_n,forecast,forecast_after_period,forecast_horizon_months,notes
tehran,272905,تهران,17,منطقه 17,0f4e5ea7-940e-bf26-6074-ac7b3dd75317,272905:17,MUNICIPAL_AREA,yes,60,1400-06,1405-05,8478,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,8478,yes,1405-05,6,ASKING_RENT present but empty
tehran,272905,تهران,18,منطقه 18,d0b9d990-5b5e-5625-112b-1a5f5b446501,272905:18,MUNICIPAL_AREA,yes,60,1400-06,1405-05,7132,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,7132,yes,1405-05,6,ASKING_RENT present but empty
tehran,272905,تهران,19,منطقه 19,53b7a2a5-d503-16b5-4790-b5c2c786e5ff,272905:19,MUNICIPAL_AREA,yes,60,1400-06,1405-05,3527,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,3527,yes,1405-05,6,ASKING_RENT present but empty
tehran,272905,تهران,20,منطقه 20,11381946-4708-82c0-d9c5-1e51c4cdb31e,272905:20,MUNICIPAL_AREA,yes,60,1400-06,1405-05,4046,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,10,1405-05,yes,1405-05,4046,yes,1405-05,6,ASKING_RENT present but empty
tehran,272905,تهران,21,منطقه 21,e860034a-c7ae-0d72-ae12-45d668f20874,272905:21,MUNICIPAL_AREA,yes,60,1400-06,1405-05,12723,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,12723,yes,1405-05,6,ASKING_RENT present but empty
tehran,272905,تهران,22,منطقه 22,2660254d-bc9f-c4eb-5ec4-f962a708cec2,272905:22,MUNICIPAL_AREA,yes,60,1400-06,1405-05,26176,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,26176,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,1,منطقه 1,de0ba416-7d2d-7b0d-ba34-4b1b4ba4f1d2,272895:1,MUNICIPAL_AREA,yes,53,1400-06,1405-05,7311,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,7311,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,2,منطقه 2,ea068aac-1108-c5e2-0af9-70041a711c96,272895:2,MUNICIPAL_AREA,yes,53,1400-06,1405-05,15977,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,15977,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,3,منطقه 3,445675b3-efeb-ea5f-419c-2163f867b44e,272895:3,MUNICIPAL_AREA,yes,50,1400-06,1405-05,4741,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,4741,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,4,منطقه 4,82ac794f-5ef1-844d-68b7-1da3bef9f99b,272895:4,MUNICIPAL_AREA,yes,51,1400-08,1405-05,3776,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,3776,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,5,منطقه 5,15e82ef6-157a-ecc9-9e81-f64bf056b907,272895:5,MUNICIPAL_AREA,yes,53,1400-06,1405-05,1951,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,1951,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,6,منطقه 6,f63168ea-9f0c-e853-e800-688831354dff,272895:6,MUNICIPAL_AREA,yes,53,1400-06,1405-05,4281,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,4281,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,7,منطقه 7,4f69b050-dcd4-20b6-0698-f620bd4fa2b7,272895:7,MUNICIPAL_AREA,yes,55,1400-11,1405-05,9104,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,9104,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,8,منطقه 8,cb3aa3ec-e3db-49d3-f122-1894b87433e7,272895:8,MUNICIPAL_AREA,yes,51,1400-06,1405-05,6543,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,6543,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,9,منطقه 9,3b1db13c-5375-2f43-d970-0655a2b5e18e,272895:9,MUNICIPAL_AREA,yes,59,1400-06,1405-05,18314,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,18314,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,10,منطقه 10,5ca4809c-79f0-ec4a-4993-1d01fde9600d,272895:10,MUNICIPAL_AREA,yes,53,1400-06,1405-05,12707,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,12707,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,11,منطقه 11,06c5bf0e-6ae9-d9bb-d2fe-0a13fb4e4cb7,272895:11,MUNICIPAL_AREA,yes,51,1400-06,1405-05,10592,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,10592,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,12,منطقه 12,3c325875-9c64-1dbd-55e5-e8c2ae159a63,272895:12,MUNICIPAL_AREA,yes,49,1400-07,1405-05,28607,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,28607,yes,1405-05,6,ASKING_RENT present but empty
mashhad,272895,مشهد,13,منطقه 13,09aef6ae-fe73-d123-0450-1047173a32dd,272895:13,MUNICIPAL_AREA,yes,47,1400-06,1405-05,1683,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,1683,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,1,منطقه 1,e1dce90b-c860-17ed-d5a3-f537cc7bc1ce,272903:1,MUNICIPAL_AREA,yes,51,1400-06,1405-05,1642,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,1642,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,2,منطقه 2,410657a3-ae51-c1fb-ec8b-19f7bc997aa1,272903:2,MUNICIPAL_AREA,yes,50,1400-07,1405-05,978,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,978,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,3,منطقه 3,afdcb122-1f6d-aa97-14a7-08f471a9af72,272903:3,MUNICIPAL_AREA,yes,53,1400-06,1405-05,2280,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2280,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,4,منطقه 4,aec3f10b-5053-e6a9-f7d5-7e30577f4ca3,272903:4,MUNICIPAL_AREA,yes,53,1400-06,1405-05,3197,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,3197,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,5,منطقه 5,161a0ad3-70be-d74e-5f66-83317bf881f0,272903:5,MUNICIPAL_AREA,yes,53,1400-06,1405-05,3415,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,3415,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,6,منطقه 6,2b1f6ddd-fdb1-b3f0-870d-815af9ba66b2,272903:6,MUNICIPAL_AREA,yes,53,1400-06,1405-05,3201,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,3201,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,7,منطقه 7,1ef0ae93-e7bb-f064-5e48-e0f61e55e841,272903:7,MUNICIPAL_AREA,yes,57,1400-06,1405-05,6232,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,6232,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,8,منطقه 8,22e657d6-c8ce-4c4c-391c-6d9f729ab57f,272903:8,MUNICIPAL_AREA,yes,53,1400-06,1405-05,6727,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,6727,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,9,منطقه 9,a6c208ce-1a7e-682f-fc3a-f81b8f800f17,272903:9,MUNICIPAL_AREA,yes,53,1400-06,1405-05,2266,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2266,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,10,منطقه 10,a28ec970-cfb3-c6db-c5db-3e2eaaba5083,272903:10,MUNICIPAL_AREA,yes,49,1400-06,1405-05,4587,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,4587,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,11,منطقه 11,1509955c-e657-a3a0-0028-4a66e86441b5,272903:11,MUNICIPAL_AREA,yes,43,1401-09,1405-05,359,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,359,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,12,منطقه 12,f4cd0d06-ed3d-d7ba-33b2-45faa2684b47,272903:12,MUNICIPAL_AREA,yes,53,1400-06,1405-05,3536,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,3536,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,13,منطقه 13,19f40bbb-a7c2-78b0-0880-3cd52094356a,272903:13,MUNICIPAL_AREA,yes,51,1400-06,1405-05,2427,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2427,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,14,منطقه 14,95e3ecd4-5c93-71a0-3779-f946ba217117,272903:14,MUNICIPAL_AREA,yes,50,1400-06,1405-05,1375,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,1375,yes,1405-05,6,ASKING_RENT present but empty
isfahan,272903,اصفهان,15,منطقه 15,ea4bce18-bc5d-933c-55e3-da2df6ee6e43,272903:15,MUNICIPAL_AREA,yes,47,1400-06,1405-05,1264,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,1264,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,1,منطقه 1,12d3c362-a7df-8f1a-db63-50e148beda7c,273014:1,MUNICIPAL_AREA,yes,60,1400-06,1405-05,4778,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,4778,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,2,منطقه 2,1abe4d30-f375-ebf3-54a3-9f6778a7ea0e,273014:2,MUNICIPAL_AREA,yes,44,1401-09,1405-05,2656,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2656,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,3,منطقه 3,4fe6f22d-a665-defe-e0d3-9fd1da6ca55a,273014:3,MUNICIPAL_AREA,yes,45,1401-09,1405-05,4,MODELED,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,11,1405-03,yes,1405-05,4,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,4,منطقه 4,db67b348-0027-bdfd-4e6f-d02d8595a785,273014:4,MUNICIPAL_AREA,yes,44,1401-09,1405-05,5402,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,5402,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,5,منطقه 5,05d7c556-45b0-6f2b-4eec-9a5c688806cc,273014:5,MUNICIPAL_AREA,yes,60,1400-06,1405-05,7240,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,7240,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,6,منطقه 6,ba0a5036-8d85-26b9-9eee-bdf508317195,273014:6,MUNICIPAL_AREA,yes,59,1400-06,1405-05,8424,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,8424,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,7,منطقه 7,03bfe41b-74e7-6d45-3451-ae3620f5a96f,273014:7,MUNICIPAL_AREA,yes,59,1400-06,1405-05,12275,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,12275,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,8,منطقه 8,aec89fe6-3419-725b-bdd4-cfb164e0fde7,273014:8,MUNICIPAL_AREA,yes,59,1400-06,1405-05,3455,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,3455,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,9,منطقه 9,06260d0d-25a3-bd66-7430-3ce76cff05a5,273014:9,MUNICIPAL_AREA,yes,44,1401-09,1405-05,2980,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2980,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,10,منطقه 10,9e5426b1-520b-2eed-ff42-41be702b4c36,273014:10,MUNICIPAL_AREA,yes,47,1401-05,1405-04,5,MODELED,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-02,yes,1405-04,5,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,11,منطقه 11,b807b3d3-49ab-5f09-cf9a-3baf86a1af55,273014:11,MUNICIPAL_AREA,yes,44,1401-09,1405-05,706,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,706,yes,1405-05,6,ASKING_RENT present but empty
karaj,273014,کرج,12,منطقه 12,f5065322-d58a-5d9f-22ee-8781ba0b22a8,273014:12,MUNICIPAL_AREA,yes,47,1400-06,1405-05,8684,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,8684,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,1,منطقه 1,78a46ed6-4109-5285-6362-6dff361af0c0,272896:1,MUNICIPAL_AREA,yes,60,1400-06,1405-05,9157,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,9157,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,2,منطقه 2,0905c12c-19e5-25a1-f4ef-b7bdf6ae5361,272896:2,MUNICIPAL_AREA,yes,56,1400-06,1405-05,4442,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,4442,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,3,منطقه 3,fab15df3-1406-a20b-55a6-2a2366095034,272896:3,MUNICIPAL_AREA,yes,51,1401-01,1405-05,1996,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,1996,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,4,منطقه 4,a8f96ea2-d343-77b6-d068-576fc8e6a562,272896:4,MUNICIPAL_AREA,yes,58,1400-06,1405-05,8355,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,8355,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,5,منطقه 5,aedd8b8b-d0a4-8ff9-07c9-2668d51c112e,272896:5,MUNICIPAL_AREA,yes,52,1400-07,1405-05,2453,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2453,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,6,منطقه 6,78b8f708-ef29-8205-f77a-1e76243fc72c,272896:6,MUNICIPAL_AREA,yes,57,1400-06,1405-05,10296,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,10296,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,7,منطقه 7,e23f4698-e027-681f-989c-0526ac32a968,272896:7,MUNICIPAL_AREA,yes,57,1400-06,1405-05,2373,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2373,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,8,منطقه 8,12d36366-a798-320f-299b-b05b285b3cd5,272896:8,MUNICIPAL_AREA,yes,53,1400-06,1405-05,309,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,309,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,9,منطقه 9,a939a0ee-0fc0-5598-8873-7b6e9d105317,272896:9,MUNICIPAL_AREA,yes,56,1400-06,1405-05,5383,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,5383,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,10,منطقه 10,deb2ba03-c9df-18e4-a3b2-17afcacb4dea,272896:10,MUNICIPAL_AREA,yes,53,1400-06,1405-05,9611,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,9611,yes,1405-05,6,ASKING_RENT present but empty
shiraz,272896,شیراز,11,منطقه 11,c9550dc4-fa84-aa1e-d974-b906a425603e,272896:11,MUNICIPAL_AREA,yes,57,1400-06,1405-05,2822,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,2822,yes,1405-05,6,ASKING_RENT present but empty
tabriz,242459,تبریز,1,منطقه 1,be3fbc54-8cd3-f58d-be15-6e14c29542f5,242459:1,MUNICIPAL_AREA,yes,41,1400-06,1405-05,4154,DIRECT,no,,,,unknown,no rent-series endpoint is exposed by the public API (/area-series ignores metric=RENT); absence is not zero,yes,12,1405-05,yes,1405-05,4154,yes,1405-05,6,ASKING_RENT present but empty
