dataset_id,dataset_title,sub_table,source_kind,source_label,evidence_tier,verification,date_jalali_raw,date_jalali_ym,date_status,geography_level,district_number,area_name,area_name_en,price_basis,floor_area_sqm,building_age_years,building_age_text,price_psm_toman,price_psm_raw,price_psm_unit_source,flag_amount_ambiguous,issue_classes,notes,source_row
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,صادقیه,Sadeghieh,kilid_estimated_avg,,,,51800000.0,51.8 million,million_toman,False,,,19
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,صادقیه,Sadeghieh,kilid_newly_built,,,,64599999.99999999,64.6 million,million_toman,False,,,19
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,شهرک غرب,Shahrak Gharb,kilid_estimated_avg,,,,88200000.0,88.2 million,million_toman,False,,,20
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,شهرک غرب,Shahrak Gharb,kilid_newly_built,,,,103900000.0,103.9 million,million_toman,False,,,20
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,سعادت آباد,Saadat Abad,kilid_estimated_avg,,,,90800000.0,90.8 million,million_toman,False,,,21
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,سعادت آباد,Saadat Abad,kilid_newly_built,,,,118100000.0,118.1 million,million_toman,False,,,21
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,فرشته,Fereshteh,kilid_estimated_avg,,,,111300000.0,111.3 million,million_toman,False,,,22
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,فرشته,Fereshteh,kilid_newly_built,,,,136600000.0,136.6 million,million_toman,False,,,22
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,زعفرانیه,Zafaranieh,kilid_estimated_avg,,,,121800000.0,121.8 million,million_toman,False,,,23
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,زعفرانیه,Zafaranieh,kilid_newly_built,,,,164900000.0,164.9 million,million_toman,False,,,23
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,گیشا,Gisha,kilid_estimated_avg,,,,65500000.0,65.5 million,million_toman,False,,,24
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,گیشا,Gisha,kilid_newly_built,,,,89800000.0,89.8 million,million_toman,False,,,24
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,بلوار فردوس,Blvd Ferdows,kilid_estimated_avg,,,,52500000.0,52.5 million,million_toman,False,,,25
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,بلوار فردوس,Blvd Ferdows,kilid_newly_built,,,,61800000.0,61.8 million,million_toman,False,,,25
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,شهران,Shahran,kilid_estimated_avg,,,,49200000.0,49.2 million,million_toman,False,,,26
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,شهران,Shahran,kilid_newly_built,,,,58200000.0,58.2 million,million_toman,False,,,26
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,پونک,Punak,kilid_estimated_avg,,,,57000000.0,57.0 million,million_toman,False,,,27
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,پونک,Punak,kilid_newly_built,,,,66700000.0,66.7 million,million_toman,False,,,27
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,تهران پارس,Tehran Pars,kilid_estimated_avg,,,,43500000.0,43.5 million,million_toman,False,,,28
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,تهران پارس,Tehran Pars,kilid_newly_built,,,,43500000.0,43.5 million,million_toman,False,,,28
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,سید خندان,Seyed Khandan,kilid_estimated_avg,,,,67200000.0,67.2 million,million_toman,False,,,29
1,Kilid - Housing Price Stats (Estimated vs. Newly Built),,image_transcription,Kilid (Images 1 & 2),C,unverified_transcription,,,missing,neighbourhood,,سید خندان,Seyed Khandan,kilid_newly_built,,,,74100000.0,74.1 million,million_toman,False,,,29
